text,recommends,label,score
My puzzle seems to be stuck and im worried i wont maintain my streak. What do i do? I cant edit and the timer is still going.,0,negative,0.9035292863845825
Tough I thought for a Wednesday but I made it!   Took awhile to see how 45D made sense!,2,positive,0.7171075344085693
"I'm a little afraid to look.

Is there another pitched battle raging below about what letters are silent and what are not silent, regarding 45D?",3,neutral,0.5124421119689941
"I was literally thinking today that Crosswords, when you get down to it, are a collection of “Dad Jokes”!

I put that phrase in quotations for a reason:  My mom made these jokes to me all the time growing up, and I’m a little miffed that, particularly in a time of striving for gender equity, these endearing and playful jokes got associated with fathers only.  I’m looking forward to Sunday, as a father myself, but when my 5 year-old asks “Why?” and I reply “‘Y’ is a crooked letter”, that’s my Mom speaking through me.",8,neutral,0.42438414692878723
A fun Wednesday puzzle! Thank you!,1,positive,0.9851834774017334
I am a walking dad joke. This puzzle was my anthem.,7,positive,0.5109884142875671
"A fun Dad Joke puzzle! Sorry you weren’t able to have it run with the gimmick you’d planned, Simeon! 


Emu",3,positive,0.7880676984786987
Stymied today by the “Back issue” being ACnE. 🙃,4,negative,0.749126136302948
"Reposting my reply to Cindy:

Oh, my...where to start?  To begin, you're not excluded, but let's examine what you're offended by.

Before Christine Jorgensen, there was no need for a word like CISGENDER. Since its definition means that you're the same sex as when you were born, there was no need back then to have such a word, since you could have just said ""people"". Before there were transgender people, there was no need for a word to describe those who were not.

For many decades, the number of transgender people was so infinitesimal that those who weren't, i.e. practically everyone on the planet, if they had to be distinguished from the transgendered, were just called ""normal"".  That label was the offensive one, but since people generally unbothered by it, it worked for a long time.

As it became more common for people with gender dysphoria to transition from one gender to another (and of course, it's anything but truly common, still), a better word was needed for someone who was, like most people, not transgendered.

That word was CISGENDERED.  The prefix CIS has been the opposite of TRANS for ages.  Words using it having nothing to do with gender or sex include cisalpine, cismontane, cisatlantic, Cisjordan, cislunar, all opposites of words prefixed with TRANS.

CISGENDER is not a slur. The only way you can find it offensive is if you're offended by the need to distinguish people who are not transgendered from those who are.

And that's a very bigoted mindset.",26,neutral,0.672954797744751
"Sam, in New Mexico we always called him ""coke"" :-)",3,positive,0.6423807740211487
"I wonder how hard it would be
for the electronics to provide a tab at the top of the comments,
where any comment that mentioned any day of the week
was automatically suppressed?

I would dearly love that option.",4,neutral,0.659994900226593
"Q: Why was the mushroom invited to the party?

A: He was a fungi.

( repurposed from Mini)",8,neutral,0.8962484002113342
"53A, as clued with misbehaves, is correct: ACTS BAD. If someone performs poorly in a play, *then* they would ACT BADLY. Just like feeling good (health) vs feeling well (ability). 

Loved today’s puzzle! Lots of fun.",3,negative,0.5617952346801758
"Aside from one of the first comments and its replies, nobody has offered any guesses about the wind turbine/headline connection, and nothing anyone suggested really convinced me.

But that's alright. I'll keep it in mind like a Zen koan and one day the wind will blow, the power will come on, and the light bulb will illuminate.

For now, I'm (thinking) of the other Stooge's phrase, I'm trying to think but nothing happens.",2,neutral,0.60619056224823
"Fun puzzle that took me way too long, maybe due to INERTIA, but it got finished and I enjoyed the dad jokes. I probably have told all too many of them, making my kids feel PEEVISH, along with the sometimes unappreciated FATHERLY ADVICE. 

Looking forward to seeing more of Simeon's work. Thanks!",3,positive,0.9471295475959778
"Very cute puzzle, Dad jokes and all. But since when do you get to count “IDYL” as a correctly spelled word? Even Wikipedia knows to add the second L",4,positive,0.5410407781600952
"Just wanted to say kudos, not only to Simeon Siegel for a great puzzle but also to this community whose comments — so far, anyway — I found to be free of pedantry and nasty remarks that sometimes make reading them less than enjoyable.  Just lots of humour, pathos and  fascinating facts.  Good on everyone!",10,positive,0.9629149436950684
"Why did Simeon have to wait for over a year to have this shiny gem of a puzzle published?  

I was relieved not to have to do the Roman numeral math, thanks to helpful cross fills.  Loved all the pop culture references, old and new.",2,positive,0.6879265308380127
"Loved the meta-dad theme and the clever clue/answer combos!  Great fun for us empty nesters.  

A quick, non-spoiler Connections question.  Have there ever been multi-word clues?   Certainly, compound words are common, but I don’t recall phrases like today.",2,positive,0.9636390209197998
"That's a flat adverb, not an adjective. I learned about these from this Merriam-Webster vid: https://www.merriam-webster.com/video/drive-safe-in-praise-of-flat-adverbs",6,neutral,0.8091998100280762
This was such a cute one! I'm intrigued by what the original gimmick may have been. Hopefully we'll still get to see it in a future puzzle!,7,positive,0.9847157001495361
"Father Time is a papa noun.

(This pun is so dad, it's good.)",20,positive,0.8914758563041687
"Dadgum, that was fun!

(Anyone who disagrees can just skedaddle.)",11,positive,0.9428995847702026
"As I was solving this puzzle, it occurred to me how in very many crossword puzzle clues (at least int he NYT) are puns, or dad jokes, as it were!  Nice to have a theme both making fun of, and legitimizing, the use!",11,positive,0.8896079659461975
"Did not click for me - running on low sleep though. I got that the theme was all Dad related but felt very reliant on the crosses for the last two. Maybe these phrases are more common for others? I usually need the theme to get the crosses. 

Thought I would finally get to use Stan for fan of. Alas was just not meant to be. Not a fan of kid vid. Opposite of hence felt meh as well. Loved inertia. 

Probably solid Wednesday, will retry someday after coffee.",3,negative,0.5485163927078247
