text,recommends,label,score
"What have you done? I have Chuck Berry and Roger Miller competing for song space in my head.  Thanks for the smiles, the memories and including Dinah Shore.  Those were the days, my friend.",6,positive,0.9033427834510803
"The only rhyme from the theme I was familiar with was RUBADUB so it didn't really click for me. I was able to complete it from the crossings without help but had to look up DINGALING, CHOCKABLOCK and CHUGALUG to understand how they connected to the clue since the column didn't explain it. Clever, but not for me.",0,negative,0.5209829211235046
I really enjoyed this puzzle. The solving soundtrack inspiration in the DINAH Shore clue and the beautiful fall-like day made it even better. Love it when puzzles help me set a mood.,4,positive,0.9893219470977783
"Really enjoyed this puzzle and was surprised that Rex Parker ranked it as medium difficulty.  I felt it was more like a Tuesday puzzle and finished quite quickly.  I guess sometimes you're just on the same wavelength as the constructor.

Only one that had me pause for a moment was 60A.  I had SAFE for far too long.",4,positive,0.9664326310157776
Solving this puzzle is fun galore chore!,4,positive,0.9764277338981628
"CHOCK A BLOCK and SUS are both new to me! To my recollection, I've not heard of either. Now I have! Go, me!!

I like the nearness of SCRUB with RUB A DUB CLUB! Kinda wish they could have crossed. Was that the only similarity to a theme clue in the puzzle? That's the only one that popped out at me, anyhow. 

Although, now that I'm looking, I can very loosely see that NOVAK's in the kitchen with DINAH and I'm diggin' that a bit!

Fun, enjoyable, and fast! Nice for a Wednesday, which, for half of, I thought was a Tuesday. Not a puzzle related confusion, just a slight change of morning routine confusion, causing me to forget to go into work (in the office) and work from home instead.  Oops!  Ha! No worries, I work in the best team and environment imaginable!",3,positive,0.8682965636253357
Excellent puzzle!! Well done!!!,7,positive,0.9836615920066833
Brilliant.,6,positive,0.931940495967865
"I hope you all don't mind a few suggestions about the app as a whole. Namely:
1) Could the Strands tile change to show that you've already solved it? Just like Connections.
2) Could you please retain my solution to Letter Boxed and show in the app how many words it took me? I always shoot for 3. Did it once in 2. An archive and a record of my stats (average # of words to solve? Shortest solve? Longest?) would be great, too. 
3) I love that you publish some crosswords early, but I dislike that the Sudokus are updated at the same time. For crosswords, you can still go to the archive to finish, but that's not the case with the Sudokus. My suggestion: create a Sudoku archive. Or stop updating them early.

I think with these changes, the app can work as an integrated whole. And BTW, nice job on integrating the Wordle Bot into the app!",5,neutral,0.6484441757202148
"Delightful puzzle. So much fun once I caught on to the pattern! I love it when one  “trick” helps me solve the other ones. And this is a debut?!?! Wow, congrats Stacey! Favorite answer: Give it a go. More please!",7,positive,0.9898102283477783
"What do you call place in New York to store booze? 


(A knickerbocker liquor locker.)",15,neutral,0.9157098531723022
"This was a lot of fun, but also without a doubt the horniest crossword I've ever played..",5,positive,0.9664779305458069
I thought crossword puzzle solutions were supposed to be things that exist in the English language. This puzzle disproved that notion. NYT crossword has only been disappointing so far.,2,negative,0.7687816023826599
"I don't think I've ever heard a Halloween costume called SEXY.  That caused a bit of cringe because I thought it was referring to kids!  Yikes!  Fun puzzle, though",2,negative,0.6159344911575317
"Really don’t like having to read the constructors mind. The Clue for 40 Down read a Sus Not Sus.,
Sus Abr. Etc. Sus is Spanish for THEIR but that doesn’t fit. SKETCHY is Suspect but a little misleading for a Wednesday",1,negative,0.8154283761978149
"According to an old saying, Wednesday's child is full of woe. Perhaps Wednesday's puzzle, too?",3,negative,0.6814578771591187
"Cute and clever debut.  Well done. 

Today's brain worm is a long ago memory of the Wilkes-Barre based Stegmaier beer commercial voiced by, if I remember correctly, Rocky Marciano:

""Ring a Ding Ding, Do the Stegmaier Thing!""

Can anyone concur on that?",2,positive,0.8503652215003967
A really clever friendly witty debut:  FUNPUNRUNHON,8,positive,0.9652388691902161
"A funpunrun for my money,",7,positive,0.8831785321235657
"Had a mild, not wild, fine though-not-prime time with the rhymes. Not stellar like Uri Geller but it was a coup for a new debut, little glue, woohoo. And one of the few recent puzzles that didn't have ROO.

Not heaven, but I give it a seven. A good smart start taking part in the crossword arts.",16,positive,0.9020023345947266
I wish there was a little leeway on completing the crossword.  I was on call last night and by the time I got to the Tuesday puzzle my streak was gone.  I’m not sure why there can’t because couple of days grace.,1,negative,0.545856773853302
Cute and fun puzzle!,7,positive,0.9746869206428528
I don’t think I’ve ever “moaned” after eating a decadent dessert.,8,neutral,0.4744604527950287
what is going on with this week's puzzles lol,8,neutral,0.6939747333526611
"Quick scan of the comments makes me think I'm in a small minority who found the puzzle wanting.  Silliness is great but a NYT puzzle theme should have a little cleverness.

This one did not.  (As far as I and the Wordplay columnist can tell.)  Just rhyme plus random word.  I do this all the time while humming around annoying my family - but I would never write it down and pass it off as a crossword.

All my own opinion of course.  But I feel the puzzle should be better than this.  (Unless of course I'm missing something of note in the construction.)

/emus kinda jealous of the gnus showing up",18,neutral,0.47677069902420044
