text,recommends,label,score
"What gets under my skin is not the tricky nature of this Monday puzzle but rather the clue/answer combo of 8D. Once I determined that the editors let this highly gendered clue stand, I was mad for the rest of the puzzle. I mean come on, isn’t it standard now to say “human” and not “man” for Homo sapiens? The NYT puzzle editors should have caught this and helped the puzzle maker find a better clue.",0,negative,0.8859017491340637
"Some of the words to this puzzle were not even real words! For the first time in more than 6 months, I had to use a hint on a Monday puzzle because the clues with the “literally” made no sense at all. Very disappointed in the quality of this puzzle. At a minimum, the words should be REAL.",1,negative,0.9323550462722778
Can someone please explain 7D?,0,neutral,0.6936333775520325
I'm new to the comments; i see lots of people saying EMUS. Is this an acronym for something or are we all avid fans of flightless birds?,0,neutral,0.755719006061554
This puzzle was SSA,2,neutral,0.7517760396003723
I guess that I'd rather not have tricky Monday puzzles -- but it is April 1.,1,neutral,0.6139625906944275
stupid puzzle!,2,negative,0.8673133850097656
"As a newer solver, it was nice having a tricky puzzle with clues I confidently knew. It was the perfect April Fool's Monday puzzle.",5,positive,0.9519608020782471
"I usually solve Mondays looking at down clues only, and I've *just* gotten to the point of being able to do it with some consistency, though not perfectly.  The joke was on me with today's puzzle.  I didn't even think of Wednesday- or Thursday-style trickery, so all of the odd partial letter sequences seemed like my own mistakes.

Once I gave up and looked at the across clues, it was an easy fix-up.  Good puzzle (maybe for a different day, though).",2,neutral,0.4753454327583313
"I haven't eaten or slept in 24 hours, which seems to have put me in the right mindset to race through this puzzle with no hiccups, other than a slight delay to try to type backwards while fighting the app trying to ""help"" me by going to the next box after each letter",1,neutral,0.49461767077445984
"I knew the CCR reference, and had enough of the BAD MOON letters filled in that I got the trick immediately. And from there it was easy to figure out the rest. I feel for those who didn’t have that kind of aha moment, but I enjoyed this one— there was just enough of a twist to make it fun, but didn’t give me a headache like this morning’s Connections, Good job!",5,positive,0.7829992175102234
It’s a fun trifle for an April Fool’s Monday! Thankful that they didn’t go the way of Connections and give us only emojis for clues!,5,positive,0.9308140873908997
This is NOT a Monday level puzzle. I usually get Mondays with no problem this was too difficult and I still don't get the theme. I didn't enjoy it at all!,5,negative,0.9358206987380981
Fun puzzle and nice treat for a Monday. Loved it!,6,positive,0.9873929619789124
"The trick vertical fills were OK in theory but solving online, you can't spell the word from the bottom up without letters and squares jumping around with a mind of their own. It's a bit of a chore to fill low to high manually, resetting the next square each time. I used the opportunity to hone my backwards spelling skills so I could fill top to bottom the way the grid gremlins wanted me to. I can spell letters backward well enough in music, but that little alphabet only goes up to G.",1,neutral,0.622217059135437
"In Seventh Heaven wi Dantean. Recently watched an excellent PBS two-parter on Dante and The Divine Comedy. Read it in college, but highly recommend this vivid, intelligent, explanatory drama/documentary.",1,positive,0.9503782987594604
"A delightful Monday surprise! And now I’m realizing I’ve yet to try any pranks on anyone today…

Any ideas, emus?",1,positive,0.9143173098564148
"Not at all pleased with this Monday's puzzle.  Don't pull your sneaky tricks on a Monday puzzle.  Please.
Makes me feel discouraged about continuing on throughout the week.",14,negative,0.9360164999961853
"An unexpectedly tricky Monday!  I had to come to the comments to understand the THEBIRD and OLIVER entries.

After I noticed the confluence of AWAIT ANAL ORAL, I couldn't unsee it. 😮

DOPE puzzle!

⭐️⭐️⭐️⭐️⭐️",10,positive,0.5761638879776001
"I played a prank on myself and nodded off while doing today's puzzle, so it took me 39:46!",8,negative,0.6639681458473206
