text,recommends,label,score
"62 Down - Pyramid, for a Pharaoh 
This one's been debunked for a while. The pyramids were not tombs. There has never been a single body of  pharaoh found in an Egyptian pyramid.",0,neutral,0.5495215058326721
"Amazing achievement with the theme! And lots of fun with the lively fill. Thanks, Daniel!",4,positive,0.9897880554199219
"Hooray, my first Tuesday gold star! Weirdly found today easier than yesterday, although I enjoyed both. :)",2,positive,0.9892744421958923
"This puzzle was way too hard for a Tuesday, too clever by half and really annoyed me. I've heard of a lot but never heard of ""straightforward"" as ""Hemingwayesque."" Get out of here.",1,negative,0.9013800024986267
Basic plot line = xaxes? Sigh....,2,negative,0.7107236981391907
"So I suppose ""(275,000 choose 3)"" is a Bodily function? 😊

⭐️⭐️⭐️⭐️",4,neutral,0.506278395652771
"The Richter Scale is a static unit measure of magnitude, and it can’t “blip”. The blip that we think about occurs on the instrument measuring the magnitude (e.g., a seismometer) or the visual representation of the output (e.g. a seismogram). As worded, the clue is akin to saying “Cause of a measuring cup blip”.",0,neutral,0.8153761625289917
Clever Tuesday puzzle!,5,positive,0.5786064267158508
"Sam, another one for the vowels:

[Greenlights in LA?] = STUDIO AYES",3,neutral,0.7285935282707214
"""What is this 'HOBBY' business?"" he said, after standing on his feet for the last eleven hours.






Perhaps I should establish an apiary.",5,neutral,0.8785918951034546
I thought this was quite an achievement by the constructor. Well done!,3,positive,0.9757664799690247
Enjoyed the crossword but strongly disliked the mini.,2,neutral,0.43347489833831787
"Crunch crunch crunch for a Tuesday... 

This puzzle was all that and a bag of chips. Loved it. Keep 'em coming Daniel. Thank you for the work you put into this.",7,positive,0.9753747582435608
"What a fun Tuesday! Was easier for me than Monday (maybe due to my lack of knowledge of older terms from yesterday’s puzzle, as a GenZer)",2,positive,0.942163348197937
"Have not read a single Hemingway book due to his glorification, or at least enjoyment, of bullfighting. Of course I have seen a paragraph, an excerpt… here or there, and have heard his style was terse.",1,negative,0.7122725248336792
"Wow good challenge for a Tuesday! I went 9 ’ over for a Tuesday and was thinking for the revealer,
Confidants? Continents? Ah, CONSONANTS!",2,positive,0.9696661233901978
"Filled in the NW corner fast and wrong my first go with quake and water instead of SIESM and OCEAN, but smooth sailing after that.

The theme got me to EXECUTIVE as I couldn't think of any types of BOARD for some reason. 

Hated NYUK",3,negative,0.4591365158557892
"Very nicely done.  I solved without using the theme as the crosses were top level (yes, it was a Tuesday) for nailing down a suspicion.  Only after I finished did I check what the constructor had done and it brought both respect along with a smile.",4,positive,0.914781928062439
Loved the symmetry of MANIAC with PSYCHO,9,positive,0.9689862728118896
"WRT [No longer working]:

I used to work in an R&D company that would take on many projects.  As such, we had drawers and cabinets full of old equipment from former projects that could be (and was) used for other projects to avoid waste.

When equipment stopped working or became damaged, the common practice for some people there was to label it NG (for ""no good"") and put it back in the drawer.  

I like to think those people were the same as those who freeze their heads in hope that future people will find a way to bring them back from the dead.",4,neutral,0.5667424201965332
So much fun on a Tuesday! I loved it 😊. Thanks Daniel Bodily.,5,positive,0.9907537698745728
"Ok so just dawning on me that Hemingwayes Que is Hemingway esque - would of been nice to have more explanation in the write up. 

I've only read for Whom the Bell Tolls, I would say that prose is anything but straightforward and unadorned. I found his writing style in that to be very long, flowery, and repetitive.  But perhaps his other works are different? Will take recommendations! I feel Steinbeck is a better example of straightforward and unadorned. 

Seism and X axes were clunkers for me, didn't like either and seism is not in my spell check. Enjoyable theme though for sure.",1,neutral,0.6024292707443237
"As someone who used to docent at the shake house in SF’s science museum, I can’t help but mention that the Richter scale has not been used in quite some time (maybe since the 70’s?) by most authorities. We’re all about the moment magnitude scale (Mw) now. It’s more applicable to different frequency types to have more consistent measurement around the world and is more reliable particularly for larger earthquakes.

Not an earth-shattering tidbit by any means but hope it was a fun fact for y’all!",14,neutral,0.6271049380302429
"This Tuesday puzzle boasts a clue that I found baffling enough for a Saturday.  I couldn't get it without the crosses and I don't even understand it now: ""Dolphin's fluke"" = FIN.  Perhaps someone will explain?

I also thought the constructor put a lot of care into the cluing.  Wonderfully un-Tuesdayish clues for STAMPEDE; ABOUT; X AXES; ENVY; MATH.  As to the latter at 56D -- that's a rumor that I certainly never heard!!  You?

And HEMINGWAYESQUE is a really delicious answer.  Just feel the way it rolls trippingly off the tongue.

So that if the whole CONSONANTS are all there with none repeated conceit rolled trippingly off my back, so what?  As is my wont, I ignored the tiny little circles completely and found to my delight that there was quite a nice puzzle there without them.  And once again the randomly placed tiny little circle has been shown to be all about the constructor's constructing challenge rather than the solver's solving challenge.  But if you give me a Tuesday puzzle this enjoyable, I really don't mind.",9,negative,0.5279649496078491
"Up at our lake camp, we've resorted to wrapping metal fencing around the bases of all the trees along the shoreline, to keep the local beaver from GNAWing on them. It's hard to tell if he's actually building anything, or just likes killing trees, because he never seems to drag them away. Friends of ours came up one summer and found a completed beaver lodge inside their boathouse.",6,neutral,0.537957489490509
A bit over my average time. I suppose that's adequate.,4,neutral,0.6753273606300354
"Nice! I liked this one, almost got it without any help but had no idea what 15A was, and thought 4 down was ""SO AMPEDED"" lol",3,positive,0.8879265785217285
"My vote for a perfect clue: “Basic plot lines?” 

A lovely misdirect!",13,positive,0.7720760703086853
"I might have done this before, but I remember for sure. Anyway... 

... inspired by 35a, some possible tricky answers. Have to wonder if something like this has ever been done. So...

,LAHARRIS
:OSCOPY
.ICTABLE

I'll done. 

..",13,neutral,0.7251152992248535
"Any other lifelong Philadelphians learn that we have a landmark called JFK plaza today? Despite 41 years living here and working within 2 blocks of Love Park for 11 years, if you made me guess where that is, I'd have said New York.",10,neutral,0.6385413408279419
"Anyone with a cat knows the OWNER in the relationship is not the human.


(Can emus be cat ladies?)",27,neutral,0.8065286874771118
