text,recommends,label,score
"Does Homonym work as a clue though? Suite and sweet are homophones cause they sound the same but have different spellings and meaning. Homonyms are same spelling and pronunciation but different meanings for example bark which has two meaning, bark of an animal or tree bark. It was a cute puzzle but just missed the mark a little imo.",1,neutral,0.6544632315635681
As a retired teacher and family therapist I may be too old and hide bound to appreciate too much flex in my grammar. “An eon” never “A eon” too gross!!! Clean up your act ladies.,0,negative,0.848526120185852
"Not only ad hominem, but it's add homonym. That's great!",2,positive,0.9690075516700745
👏 Great debut Laura. Such a fun solve. A lot of really fun and clever clues in there! 🙇‍♂️,2,positive,0.9874998927116394
Loved this crossword. Lovely and funny,1,positive,0.9842937588691711
"This one eluded me more than expected for a Tuesday, but no complaints about the puzzle or cluing. Almost every puzzle has some stretched-so-thin-you-can-see-through-it clues, so all good there. Just harder than expected for a Tuesday. Guess I was the TUTEE today.",5,positive,0.505547046661377
"What a wonderful, whimsical puzzle! Every theme clue/answer made me grin from ear to ear. “Second to none nun” was my fav. Thanks Laura, Katherine, and editors!",3,positive,0.9875239133834839
Have you ever completed a puzzle and you’re SURE it all correct but the app/computer says it’s not all right ?! I’m going crazy trying to find my error and wonder if anyone else has encountered this…maybe I have a verb tense wrong but I can’t find it and don’t want to lose my streak! :o,0,negative,0.7152738571166992
"Not a very good Tuesday puzzle in my opinion.  Several important clues were obscure or wrong.  The biggest problem was the clue to the theme.  Sorry, but “ad hominem” is not a “kind of fallacious argument”.  That’s simply an incorrect definition for this word - and importantly - it’s the clue to the theme for the puzzle.  Then you have a couple of weird words, like “tutee” - never heard of that one.  “Band” for the focus of a geological?  That can be true, but really a poor clue.  “Sui generis”?  C’mon, this is a Tuesday puzzle!",4,negative,0.861903190612793
"Love the shout out to PDX's The Sports BRA!

https://www.oregonlive.com/trending/2024/03/this-portland-hot-spot-is-an-answer-in-todays-new-york-times-crossword.html",4,positive,0.8997529149055481
"Got it! It seemed like a tough one at first, but it finally started coming together. I appreciate the cleverness of this puzzle, and I love the aha moments I have when pondering a clue, and then I feel like, yes, I can do this! It's the little things.",2,positive,0.9730764627456665
"I didn't get the homonym-hominem homonym until I'd finished the puzzle, but this was a very clever theme. Now that I'm done I love it.",7,positive,0.9202747344970703
this was a beauty.... let these two do a Sunday puzzle get that blessed day back in the game - Sundays are no fun anymore this is FUN,2,positive,0.9610897898674011
"Really enjoyed this one. ""Hominem"" as a homonym for ""homonym"" is brilliant, and the themers were all good.

Still puzzled about why a geologist might be focused on a BAND. ""Bed"" would make sense, but the only connection to BAND that comes to mind is a BIF (banded iron formation).

Seemed more challenging than normal for Tuesday, but a fine and fun puzzle.",4,positive,0.9552091956138611
"What a fantastic revealer.  And a satisfyingly crunchy puzzle for a Tuesday.  

GIVE ME MORE MOOR (“What Shakespeare’s editor said after reading the first draft of Othello?”)",86,positive,0.9695351123809814
As a European I cannot understand why some Americans think that HOMINEM is a phonetic hint to HOMONYM. And why it even would be considered so much fun ...,4,negative,0.7761205434799194
"Way too hard for a Tuesday. Oh, and, yeah, AEON/EONS totally messed up my grid",12,negative,0.9276506900787354
"Witty and breezy, lovely way to start the day!",2,positive,0.9831753969192505
"None of the comments I made for today's puzzle have shown up so I'm feeling less than confident on this one... but just wanted to say that Sam's photo and caption today were not lost on me! 

You nearly made me spit out my beloved Diet Coke, Sam! 

Loved the puzzle! Like many, especially the SECOND TO NONE NUN and MR RIGHT RITE but I thought they were all good fun!

I do wish I could make ROIS for French kings stick in my brain! I remember it in Spanish now, at least. Fell for some misdirects but they were mostly easily remedied. In the end, no happy music... I'd put AcE for the pirate pro, which meant that EcE TEST filled itself out.",6,neutral,0.34926754236221313
"The confectionery workers were mint for each other.

(They love to whisper sweet nothings.)",13,positive,0.8572655320167542
I refuse to believe TUTEE is a real word,4,negative,0.9059692025184631
"And may I add a ""Hah!"" to Sam's caption on the ""Get Moving"" photo, giving it a double meaning.








Et tu, emu.",6,neutral,0.6482386589050293
Re: Saturday’s: I only got 3 and they were all wrong. I did think that one might he ALTA and I had Upstate instead of NYSTATE thinking it was probably NYc centric! But also came to wish Will Shortz a speedy recovery and healing ❤️‍🩹!,2,neutral,0.5333241820335388
More challenging than the typical Tuesday but I enjoyed the theme,9,positive,0.9310745000839233
I've always liked HARD EDGE paintings but never knew that name.  Thanks Laura Dershewitz and Katherine Balcker!  Great Tuesday puzzle.,7,positive,0.9516083002090454
"Cute theme but aren't these technically homophones, not homonyms...?",6,neutral,0.6108255386352539
Ugh. This was a Thursday puzzle two days early.,8,negative,0.8082517981529236
A second to nun puzzle! Thanks for some good chuckles and a fantastically blooming word puzzle!,9,positive,0.9794967174530029
LARS AND THE REAL GIRL S/O!! Love that movie. Delightful Tuesday puzzle. I now know what an ad hominem is :D,7,positive,0.9800392985343933
"Cross-word whirred.
Best I can do at the moment, but this was a fun puzzle theme.
Thanks, Laura and Katherine.

Good grief, Sam, what a photo for ""get moving"".
No thank you, I don't need a toddy today.",7,positive,0.8930956125259399
"Have never heard of ad hominem but theme is clever if you got that. Otherwise was untouchable for me as crosses just did not fall into place. May just be tired this morning. 

Loved the clueing of eye test. The suns clueing was odd to me, not sure how is it familiarly, isn't that just the team name? 

Adding rois to the flashcards, have seen that several times now. 

Are ogres really so monsterous? I always saw them as allegories for outcasts. Usually just misunderstood. I've seen the wonders it can make by reaching out to someone. A basic friendly gesture and a chance can make a world of a difference. I hope we all try to give the ogres in our life a chance and the benefit of the doubt.  But be cautious, not all are shrek, some ogres will make you into soup if I recall my fairy tales correctly.",6,neutral,0.4513791501522064
"I have a theory about puzzle co-creators.  I usually struggle with them, and often roll my eyes when i finally figure out the word.  My theory is co-creators play off each other as they sink into a rabbit hole of absurd clues and words, that result in “had to be there” answers…frustrating for puzzlers who were not “their”!",3,negative,0.7989171743392944
"I don't do MTW anymore. Instead, I use the magic of the archive to go waaaaay back to ThFS puzzles from the early to mid 90s. It's a great way to get that ThFSSu satisfaction 7 days a week! AND, the puzzles are more challenging because the trivia and culture refs are things you prolly never heard of! Give it a whirl!",2,positive,0.9100494980812073
"Please use SPOILER ALERT before giving away answers in the intro. Thanks. Not much harm this time for experienced solvers, but perhaps they took away a learning experience for new solvers.",0,negative,0.5762311816215515
"Great theme and all-around great, clean puzzle!

My choir director's been teaching me to sing along with all the other voices.

I'm a tutti tutee.

(Yes, they are pronounced exactly the same! That's my storey and I'm sticking to it.)",13,positive,0.9555311799049377
"24A is my Fave Clue/Entry pair.  LOL
Pippi Longstocking (whose TALEs I never read) was the entree into the uber-solve/trickery, and I agree with everyone that this was especially fun for a Tuesday.

We are a little storm-lagged (like being 'jet-lagged' but due to tornado sirens during the night)...DHubby woke me up from a deep sleep to 'take shelter'  ....  (we do not actually have a truly secure place; almost no one has a basement in this part of the world.)  

Horrid news of the Baltimore disaster.  Unbelievable.",12,positive,0.8707703351974487
"Clever puzzle! But I had to double check the calendar, as it felt more like a crunchy Wednesday in several places…",13,neutral,0.6084156632423401
"What a fun theme that left me wanting more! And then, when the puzzle was done and there was nothing more to do, the constructors left me with the idea of a donut tasting party. Such a sweet send off.",8,positive,0.9815597534179688
"Oh, this is so, so good!!!

Even before I got to the wonderfully amusing theme -- two answers of which made me laugh out loud -- I sensed I was in very good hands.  My first three non-theme answers in -- SCOOT, SCHLEP and CRUDE (as clued) -- were so lively and so colorful that I knew the constructors were very much in the entertainment biz.

And the theme choices -- Wow! I adored MR RIGHT RITE and thought it was definitely today's marquee answer, that is until SECOND TO NONE NUN came along.  Two inspired answers I'll never forget.

Well, actually I WILL forget them, being me. Only now I won't, because this puzzle is going into the running list I've decided to keep this year for POY nominations at the end of the year.  I absolutely can't rely on my memory.

I can practically hear Laura and Katherine chuckling with delight as first they made this and then they clued it with so much verve and imagination.  I experienced the same sensation of delight while solving it.",18,positive,0.9760830402374268
🍩🍩🍩🍩🍩,2,positive,0.5075052976608276
So nice to have a fun and slightly more difficult Tuesday puzzle.,10,positive,0.9630113840103149
Fun puzzle - I didn’t know ESPY and only used it because of the downs (especially EMIR). The ad hominem is genius fun. I was really stumped with the NW corner until I read the article and saw the SCOOT help…,3,positive,0.9150494933128357
"Enjoyed!!! Had to work a bit harder than the usual Tuesday, but, hey, I'm awake now! Thank you for a great puzzle.",11,positive,0.9768154621124268
"This was an excellent solve! I can’t remember the last time I’ve had as much fun figuring out a theme. As always the more US-centric clues were a struggle (especially SCHLEP, which I have never heard used in the UK (Google tells me it’s exclusively North American)) but the cross sections helped me get there in the end. SECOND-TO-NONE NUN, as others have said, was a favourite today. Well done on the brilliant debut!!",8,positive,0.9606407284736633
"Now that’s a wow theme, a can’t-help-but stand, applaud, and holler “Encore!” theme.

Sparkling theme answers, every one of them a riddle, every one tinged with wit.  Even after getting the first and realizing that all will end with a pair of homonyms, the ensuing theme answers are still not obvious, still delightful riddles to crack.  

All topped by an OMG brilliantly clever revealer. Truly, what masterful thinking to turn the term “ad hominem” to “add homonym”!

And the fact that every theme answer has never appeared before in the 80 years of Times puzzles brightens the entire grid.

A wow theme.

Plus, I learned a new painting style (HARD EDGE), loved LOFI (which I’d never heard of but makes perfect sense), smiled at SCHLEP, and let out a “Hah!” when I figured out [Exam with a capital E] for EYETEST.

Oh, I, a veteran solver, know Tuesdays will be relatively easy to fill in, but I never skip them because too often gems like this show up.  Too often delight like this shows up.  

Brava Laura Dershewitz (not to be confused with constructor Ella Dershowitz) and Katherine Baicker, and congratulations, Laura, on your NYT debut.  Thank you for this generous helping of virtuosity and beauty.  Encore!",41,positive,0.9473040103912354
"I’m glad Laura and Katherine are excited and thrilled about their puzzle as it probably means they will be constructing more puzzles.  This was a delight to solve and I’m with those who especially liked 57A.  

I did think it could have been a Wednesday puzzle, and wonder what we are in store for tomorrow.",15,positive,0.9832462668418884
