text,recommends,label,score
"ERAS is unfair sports lingo.

As others have said, in Chicago it is THE EL. ""Els"" exist only in puzzles--far too many of them--and should be run out on a rail.",0,negative,0.8186928629875183
Many clues in this puzzle made no sense to me even after I had all of the letters.,0,negative,0.6844337582588196
ACER & RAN AT both feel like “crossword-ese” to me,3,negative,0.5437747836112976
"LORDY! What a naughty little puzzle!!  BOOTY CALLS, SHAGging, RAWRing, and BANNED BOOKS!! Mercy me, alright!! (Fanning myself)

I loved it!! I giggled like a junior higher at booty calls! 

My proudest moment was figuring out the atomic number bit. It's been a very long time since I've even thought about a periodic table! 

My biggest hang up was putting HIDDEN Flaw instead of FEES. Which is funny cuz I kind of thought that hidden fees might be the answer to ""Covered cost"" for a while.

No idea why ERAS worked but I immediately got the happy music!  Will have to do a little research unless one of you cares to enlighten me.",4,positive,0.7822679877281189
"Great, now I'll have ""The Ants go marching one by one..."" stuck in my head all weekend.",3,positive,0.5434777736663818
"I automatically had BEST SELLERS for BANNED BOOKS on my first pass, and that held up in that section for awhile. Luckily BOOTY CALLS and ACNE saved me. It’s like being 17 all over again!",9,positive,0.9338528513908386
"As a chemist, I didn't love ""atno"" as an abbreviation for atomic number.  The sincere question I have that I hope someone will answer (nonsnarkily, please - we know crossword answers are not definitions) is, when ""Abbr."" is ina clue, even a tricky Friday one, can that mean any old combination of letters from the complete word(s)?  Because ""at. no."" is pretty much that.  ""At"" is not a recognized shorthand for atomic, while ""no."" for number is...would ""atono,"" for a five-blank fill, be acceptable? Same logical, but seems off.  Anyway, reminds me of the expression/equation tiff of yesterday.  FWIW, Z is the appropriate shorthand for atomic number.",11,negative,0.5870035886764526
"For solvers of a certain age (millennial), there is nothing ""sexy"" about a RAWR 😧 The maxim of the 00s was ""it means 'I love you' in Dinosaur,"" usually accompanied by a cheesy illustration. I have never seen this unusual bit of slang in any other context!",6,negative,0.6939634084701538
"That clue for 'acer' is just plain wrong as far as I can tell.   An Acer is a company and an acer is some sort of tree, but I couldn't find that definition anywhere.   I even checked the Urban Dictionary and https://en.wikipedia.org/wiki/Glossary_of_tennis_terms",2,negative,0.8237460255622864
Feeling quite proud today as I always thought Fridays were too tough for me. I always do M/T/W then bail out. This one did bear repeated visits as certain clues became clear immediately upon return. So excited to have a Friday under my belt!,31,positive,0.92527174949646
"Good one. Lots of fun. Good clues. Great answers . Short ones. Long ones. 

Shag and brag baby.",12,positive,0.9618344902992249
This one felt so satisfying! And now I remember saying exactly the same thing about one of Mr. Mehta’s previous works! Seems you have a gift for this sir. Thank you for sharing it with us!!😁,10,positive,0.9864103198051453
"Sorry ... off topic... but GORGEOUS photo, Deb.
Thank you!

Are the white flamingos diff than the usual pink?

Anyway, great puzzle.",4,positive,0.9493902325630188
"Terrific cluing all around, but 17A made me laugh out load. Great Friday puzzle.",7,positive,0.9845523834228516
Most fun and challenging I've seen in a while.  It's always a treat to get a long entry just by crosses even when you don't see the connection to the clue. Started out with a handful of gimmes and a sense of dread.  Finished with a lot more satisfaction than usual.,8,positive,0.963079035282135
"Challenging and fun to solve.  Thanks, Hemant Mehta, and also thanks, Deb, for a few assists. My last spot in need of fixing was a FOrd Futura instead a FONT. Im sure I’ve seen RAWR in other xwords, and hopefully now  I’ll remember it. I got BANNED BOOKS early on because of helpful crosses, and I appreciated Deb’s explanation of how Waldo got banned. Someone must have needed a magnifying glass to see that supposed bare boob. 
I hope those of you in the scary weather spots will stay safe and well. We’ve just had a bit of snow and rain in my neck of the woods, and one day of pea soup fog, worst I’ve ever seen. Sadly, there was also one fatality in an avalanche near Tahoe.",8,positive,0.7740103006362915
"I really enjoyed this one. For a while it seemed inscrutable, particularly in the NW. Very satisfying as it all fell into place.  Season CYCLE gave me an opportunity to revisit a favorite XTC album, so thank you Mr. Mehta for that bonus.

https://www.youtube.com/watch?v=QO1rxdt3I4o",6,positive,0.985708475112915
I had snog instead of SHAG for the longest time. Fun puzzle!,7,positive,0.9416654109954834
"I don’t always know the true rules of crossword clueing, but when I realized that the answer to 58A “Sleep on it” was going to be COT, it didn’t seem right. COT does not mean “sleep on it.”

Aren’t these kinds of clues, where the answer is a response to the clue rather than an equivalent, usually written as “Sleep on it!” with an exclamation point?  Or does the exclamation denote something else entirely?",2,negative,0.631602942943573
"I'm letting my Millennial show, but I just loved seeing RAWR in here. Fun solve!",7,positive,0.9695694446563721
Futura 12 point bold is a font. Futura is a typeface.,5,neutral,0.896169900894165
"I enjoyed the puzzle! A challenge but there was nothing oddball that you couldn't get with crossings. Took me a while to get traction but the southwest corner gave me a toe hold. ASTOR and MIATA I got immediately. Only problem was, I got the lower half and then ran into a wall!

Only one thing remains. The flamingos. Even Sam Corbin couldn't come up with a more cryptic photo. 

Anyone?",5,positive,0.7842451930046082
"And another thing. I don't get ""Sexy growl"".  I don't see how the answer phonetically sounds different from what a lion does. Wouldn't y be better in place of w?",4,negative,0.8084187507629395
"""They've really thrown down the gauntlet!"" means ""they've issued a true challenge"". How does that correspond with the answer (which I guessed out of desperation and which I presume I'm not supposed to state here)?",3,neutral,0.7044811844825745
This felt like a very Gen Z puzzle and I absolutely loved it. Love myself a Hemant Mehta puzzle and this did not disappoint.,8,positive,0.9849271774291992
"Blame it on my age range as a Xennial (micro-generation between Gen X and millennial) but RAWR somehow came to me very quickly, which means I've seen or heard it at least a few times before.",7,neutral,0.5582152605056763
What dose bae have to do with sweetie. I had PIE for a very long time,1,neutral,0.6937862038612366
"I almost hurled this into my wall on several occasions -- especially when the unknown BADU crossed the unknown JEAN and ROAR turned out to be something not-ROAR, and quite possibly illiterate.

I was completely flummoxed in the NW and while the phrase STUFFY NOSE is great fill, the clue for it...isn't. If it's STUFFY, it doesn't run above the bridge either. 

The only thing I got immediately on the entire left side of the puzzle was GET.  Thank you, Barbara Walters.

But that was hardly enough.  I struggled in the East, too with HIDDEN COST ""confirmed"" by CIA, before I realized it was HIDDEN FEES, confirmed by FBI.

To have PDF and JPGS in the same puzzle was too much of a bad thing.

Once I'd limped to the finish line -- without any cheats, I might add -- I realized that there was some quite wonderful and lively fill in the puzzle: BOOTY CALLS; SPOILED ROTTEN; SHOOK THINGS UP; TINSELTOWN; BANNED BOOKS, as clued (and what does that teach you, Ron de S?); and UP TO NO GOOD.   

I wish I'd enjoyed it as much while solving as I did after I finished solving.  It reminds me of the famous writer (can't remember who) who claimed that happiness isn't writing; happiness is having written.  I've never agreed with that aphorism at all, but I do think it can frequently be said of puzzle-solving.",7,negative,0.6366050243377686
"I’ve never understood the people here who complain about things like RAWR. You’re probably the same people who think there’s no good music anymore. Language, like any art form, doesn’t plateau just because you do. One of the reasons I love the NYT Crossword is because constructors continue to find new ways to incorporate contemporary language into their puzzles and I hope that continues long after I fail to understand what the kids these days are talking about. 

Also, I’d like to nominate Butt-dials/BOOTYCALLS for clue of the year so far. It was straight bussin, on god fr fr no cap fam.",41,negative,0.40089863538742065
"Whatever your feelings on book banning, clearly there are compelling and intelligent arguments on both sides*.

But I think we can all agree ""Where's Waldo?"" should be banned. A grown man who only ever wants to play hide and seek? OMG is he annoying!

Why even try to find him? 

Okay, maybe I'm just jealous of his incredible fashion sense. And yeah, alright, if I ever found the perfect outfit like he did, I probably wouldn't ever wear anything else either.




*lol",16,negative,0.5578154921531677
Where’s Barry Ancona today? Doesn’t seem like a comment section without his great responses to silly comments.,6,negative,0.49716225266456604
Anyone else get swept up in the Last March of the eNTS?,7,neutral,0.8069053888320923
I was thrown for a while by my mistaken BESTSELLERS instead of BANNEDBOOKS,19,negative,0.7774003744125366
"In a world where ""Where's Waldo?"" Is a BANNED BOOK, all I can think is, ""Good night, IRENE!""

My self-doubt got in the way of the solve to some degree, but I knew odd things like MIATA, actor JEAN (quite the hunk...RAWR!), and DANDER....as in, ""A lotta folks have got their dander up over both yesterday's and this puzzle.  OOooo-ee!""

I think it was interesting and imaginatively-clued, and I hope to see more from Hemant Mehta!",15,neutral,0.472800612449646
"Shagadelic, baby!

https://www.youtube.com/watch?v=ItCANGTHPz8

I'll just leave it at that. Folks have already highlighted most of the gems in what was, for me, a relatively easy, but delightful Friday.",9,positive,0.937576949596405
"...

[pauses knitting, puts another log on the fire, and settles back into comfy chair]

Lordy, lordy. What have NYT crossword puzzles become? Clues reveal more anatomy,  scatalogical humor, and repetion - more of a detritus float than scoop.

 “One clever enough to win every argument … but not clever enough not to”

How bout, ""one clever enough to want all solvers happy, but not clever enough to keep all solvers happy""

Signed, [sigh]

Tired, but bearing the cost, Out West",7,neutral,0.6327089667320251
"Well, BANGERS was a given and it led to a clockwise solve from PEERS to BOOTYCALLS. Seemed a bit of an easy Friday. Ergo dreading what Saturday will bring!",5,positive,0.5905162692070007
"RAWR, really?! 

Feels like a bit of a reach. I filled that in last because it seemed like it would have to be right but blimey!

Another Friday where I could only complete it with the aid of the simple clues after I'd exhausted the normal ones. Still forced to look up the Mazda because they don't have names over here in the UK. Not sure why, they're all just called things like MX-5 or CX-3 or just 'saloon'.",9,negative,0.6623930335044861
What a great booty call of a puzzle! Thanks!,5,positive,0.9806793928146362
"Unable to solve this one. Simply refused to type in a W to create RAWR. Got everything else, so I'll consider today a Pyrrhic victory.

Couple of misdirects having to do with pluralization. ""Cause of some buyer's remorse"" for HIDDENFEES and ""Pair of percussion pieces"" for HIHAT. Navigated both of these.

Feel drained by this puzzle, but not in a satisfied way.",3,negative,0.7109444737434387
"A pretty meh puzzle, esp. for a Friday",4,negative,0.8432194590568542
"Ooh! A crunchy, chewy Friday!

NW was mostly blank and last to fall.

Love clueing like this. 
Many feel like tiny riddles rather than clues.

Butt-dials?
Doesn’t run below the bridge?

Nice one!",10,positive,0.889212429523468
"Another puzzle very hard for a non-native English speaker living outside the US. Trivia and words unknown to me forced me to turn on Autocheck and reveal some words yet again. Also, on an intellectual level I can appreciate today's clueing, but for me personally it didn't work - the constructor and I must think in very different ways.

There are clues I still do not understand and I would appreciate if somebody explained them to me:

Zip: TANG - I can't even Google this one because there apparently is a band called Zip Tang and it obscures search results.

Figures that are best kept low, in brief: ERAS. I suppose ERA is short for something finance-related?

I was about to ask about the running below the bridge clue but as I began to write it dawned on me. I would never have figured it out - the answer emerged from crosses.",7,negative,0.6642179489135742
"Great puzzle. ""Goodnight Irene"" is today's earworm.",4,positive,0.9783505201339722
"Why are ERAS best kept low ?  I started with ETAS, but couldn’t think of a woman’s name that began with IT,  and was quite surprised by the happy music when I finally settled on ERAs.",5,neutral,0.5069477558135986
"TIL, evidently along with many other solvers, that BestsellerS and BANNEDBOOKS have the same number of letters.

It occurs to me that that is the sort of trivial fact that cruciverbalists find fascinating and significant and that would be utterly lost on anyone else. (“Um … so?” “But don’t you see — two distinct terms so different in meaning  but with the same number of letters!!!!” [*backs away slowly*])

Anyway — really liked this puzzle. In an ideal world I could have done with fewer names, but the sparkling long entries more than made up for them, and the two crossings that I suppose are, technically, Naticks (ADLER/RIDE and BADU/JEAN) were easy enough to suss out — for me at least. And while I was suspicious of RAWR, sure enough it seems that it’s one of those things kids say — or text — these days. At least that’s what Google tells me. 

Thanks Hemant for a nice Friday.",21,neutral,0.6452056765556335
"Nice workout but was totally stuck in the SW because I would not easily let go of FOrd for Futura, which was the base of the original Batmobile.  

https://www.starcarstn.com/cars/1966-batmobile/",9,positive,0.4887956976890564
"A little surprised they didn’t use the plural “sources” in 12D, the singular answer is the common form of the idiom. Great puzzle though!",0,positive,0.48926061391830444
"A good challenge 

Thanks!",5,positive,0.9627626538276672
Rawr?????  There was some good stuff here -- but definitely also some not-so-good stuff.,3,positive,0.5781716704368591
GET outta here. That was extremely tenuous.,2,negative,0.8244791626930237
"Futura is a typeface, not a font",3,neutral,0.5574401021003723
"Great to see Lead Belly’s greatest hit in 42 down. 

https://youtu.be/NT-OuWmXDsY?si=1nWmT5qV8F-1eDoc

L",6,positive,0.9573847651481628
"Hands up for BEST SELLERS before BANNED BOOKS. Our society has become truly misguided when we ban dictionaries and children's hidden figure books ! 
OK - rant over . I did really enjoy this solve - clever long entries :)",18,negative,0.5232644081115723
"Oh, lovely longs today, and a good number: 6 tens, 2 elevens, and 2 thirteens.  My favorites were SPOILED ROTTEN, UP TO NO GOOD, and the NYT debut answers BANNED BOOKS, HIDDEN FEES, STUFFY NOSE, and SHOOK THINGS UP.

Coursing through beauty like that, to me, is like gazing at a field of sunflowers or being entranced by a Gaugin.

Lovely resistance in the cluing to conquer as well, for me.  Vague one-worders, such as [Coup], [Figures], and [Eclipse].  Vague multi-worders, such as [What might make the news, for short], [Ice cream shop purchase], and [The seasons, e.g.].  Clues that could go different ways, such as [Covered expenses] – is the answer a noun or a verb?

I liked the answers that evoked energy – BANGERS, SHOOK THINGS UP, OH IT’S ON NOW, RAN AT, HUGGER, ON A ROLL – balanced out by FLOAT and SEDATES.  And ooh, five double O’s, plus the marvelous PuzzPair© of BARE over BONES.

But mostly, superbly executed in the box today, the sweetness of beauty blended with the feel-good of overcoming resistance.  What a splendid outing, and thank you, Hemant!",17,positive,0.9119038581848145
Tough one! Having confidently put bestsellers instead of BANNEDBOOKS ruined the upper half of my grid for a lo-o-ong time.,7,negative,0.7914940118789673
"Just a solid puzzle all around, though ATNO, clue and answer, had me stumped till I checked here. Nice “aahhh” moment.",6,positive,0.8878717422485352
"Delightful Friday puzzle, with such clever, fresh clues! Butt-dials made me LOL!!",8,positive,0.9878162741661072
Laughed out loud at BOOTYCALLS. Good cluing.,6,positive,0.9701907634735107
RAWR is not a word. I rawred with disappointment that this was included in this puzzle. Such a rawr deal...,4,negative,0.9175466895103455
"Fun, very easy for a Friday. So many good words / phrases starting with B - e.g. BARES and BONES were nice less common xwd usages",5,positive,0.9733524918556213
"I feel bettter about this week's answers. At least 49 Down wasn't ""Don't do.""",1,positive,0.43816447257995605
"Some may complain about ACER, but I thought it was a clever clue and answer.  As was BOOTYCALLS.  

After the first pass through the acrosses and downs, nothing much came quickly.  Yep.  What we have here is a Friday puzzle.  But then the bottom half was filled, and the top half came together and then it was over at 12% faster than average.

I wasn't sure about the bridge reference in the clue to STUFFYNOSE, so I had to look it up:  ""the upper bony part of a person's nose.""

Solid and enjoyable puzzle.",9,positive,0.5667511820793152
"I’ve heard of a a tennis ace, but never an ACER. Can’t find this definition anywhere. 

A HIHAT is not a “pair of percussion pieces.” Two hi-hat cymbals (plural) comprise a pair. One hi-hat is a single cymbal. 

I could go on - the cluing for TANG, POOR, etc. 

Overall this puzzle was a disappointing slog.",3,negative,0.5210866332054138
"Good thing I got up fifteen minutes early this morning.

Tuesday's was marine biology, Wednesday's baby-dandling, yesterday's algebra: what will today bring? Typography, perhaps?",6,positive,0.7488908767700195
"Excellent, Mr. Mehta! This was an utterly enjoyable ride. Tricky cluing, many great entries, and few enough gimmes to fill in some unknown names, once again pointing out my painfully challenged knowledge of up-to-date pop culture trivia. Instead of ""where's Waldo?"" I had to ask ""who's Upton O'Good'?

More like this, please.

RAWR...",12,positive,0.9485327005386353
"Whew. After a first pass through the clues I didn't think I had any chance at finishing this one, but... at least wanted to fill in the whole thing. Ended up going bottoms up and had a lot of considering alternatives and making my best guess, and...

...was quite surprised to finish it successfully. Lots of nice 'aha' moments. Good puzzle. 

Answer history searches: Was surprised to see that HUGGER was making it's first appearance in a Shortz era puzzle. Turns out that its only other appearances were in two pre-Shortz puzzles. Anyway - that led me to go do a search for:

HUGGERMUGGER

Four appearances - all in pre-Shortz puzzles. Vaguely remember that term from childhood. 

Fascinating puzzle find today - I'll put that in a reply. 

..",8,neutral,0.3977784514427185
"We moved around this grid like the Tidy Bowl man.

One April First, while in Grad School, we removed 100 or so ersatz flamingos from people's yards and placed them in the town park (all facing the same direction).  A day or two later we return them all as we had written the flamingos address on a strip of masking tape attached to their BOOTY.

I have had two friends who have been on Survivor like shows and I know you will be shocked to hear: They are all faked.

Nice one Hemant",16,neutral,0.7249909043312073
I found this one an exceptionally easy Friday. It's my new best time! My fave was RUNNYNOSE and I enjoy learning new stuff from the crossword so the banned books clue was fun.,6,positive,0.9880024194717407
"I love a puzzle that keeps me moving around the grid, and this did exactly that.  From the conversational ""OH ITS ON NOW"", the silly BOOTY CALLS and STUFFY NOSE to the adorable RAWR,  Hermant Mehta SHOOK THINGS UP.  LORDY, that was fun!",14,positive,0.9811007976531982
"Felt more like a Saturday, full of diversions and dead ends, and few gimmes. Progress was slow but steady so it didn’t feel like it went over my Friday average: I was surprised to look up and see the time when I finished.

Contender for Friday of the year.",7,neutral,0.47824010252952576
"Wow. That is some of the best clueing in months — the kind that has you completely stymied until you get a few crosses and then the answer suddenly makes sense. My favorite is probably 17A, “It doesn't run below the bridge”. STUFFY NOSE.” (Thanks to Flonase, I have much fewer sinus problems than I did before. I take more meds than I would like, but Flonase is the only one that I miss if I forget to take it.)

I started solving the puzzle after getting in bed, but a day of skiing meant that I got sleepy quickly. So I put the puzzle down with only a third of it completed. 

When I woke up and couldn’t get back to sleep, I finished the puzzle in about 10 minutes. Everything made sense, and there was just a cascade of answers. That’s my favorite type of solving experience. 

I am glad that I couldn’t remember which auto maker used to sell a Futura. FOrd and FONT are so close that it would have been easy to be stuck with the incorrect answer for too long. (My husband was a graphic designer, so the Futura typeface has been in my vocabulary for decades.)

Thanks, Mr. Mehta! I’m already looking forward to your next puzzle!",13,positive,0.8848284482955933
"I enjoyed Hemant'spuzzle but have a different question, apologies if it's off-topic..

The clue for 6D reads: 

Merriam-Webster's Ninth New Collegiate Dictionary and ""Where's Waldo?,"" once, surprisingly

Shouldn't the inverted commas ('close quotes') be placed immediately after the question mark, then followed by the comma? I'm curious to know if it's an error or an acceptable variation (perhaps in America).",6,neutral,0.4813382923603058
"Lots of fun this evening with the puzzle. Really liked ""butt-dial"" and several of the other clues were close to that level as well. No trouble with RAWR, but I got stuck on FOrd instead of FONT for a bit, but it wasn't much of a slowdown.

Thanks, Hemant.",6,positive,0.9784985184669495
"Sorry, but RAWR is not a word to be found even in the Urban Dictionary (its slang use there is varied, but none of the uses are “sexy growl”). This one is too much a stretch☹️.",6,negative,0.8529624938964844
"Of cooooourse I cracked up at BOOTYCALL because I’m a grown up child lol. I also loved the clue for STUFFYNOSE and RAWR was fun. The only thing that tripped me up was originally plopping in Iffy for IDLE, but that was a quick 
fix. Otherwise fair and fun!",12,positive,0.9616027474403381
"That was a fun one — and who else is 🤯 about “Waldo” being a banned book? But then again, fewer things surprise me these days… 🙄🙄🙄",10,positive,0.3561927378177643
"The pumpkin thieves were up to no gourd.

(But I squashed their efforts.)",37,negative,0.696386992931366
"Very well crafted Friday.  I really enjoyed it.  It took me longer than I wanted, and I really thought about punting as I couldn't crack the SE.  But then LORDY finally popped into my brain, I was able to finish.

Well below my 'average,'  but higher than my past year Friday average (whatever that number is).

I actually liked that the long entries were comprised of so many words (oh it's on now, shook things up, on a roll, up to no good).  I not sure if that made it harder or easier to solve, though.

Such a quality puzzle in my opinion.  If only SHAG and BOOTYCALLS could have crossed.  ""Oh it's on now"" could be a related term, if you squinted hard enough.  Perhaps a RAWR started the whole escapade.  Do the kids still say ""Netflix and chill?""

Thank you for the fun puzzle, Hemant!",16,positive,0.8907931447029114
"Lots of clues that delighted me today. STUFFYNOSE was my personal favorite. Got a bit hung up with ACER thinking it was ICER, like a hockey player who flings the puck past you. Must by the Minnesotan mindset getting to me!",10,positive,0.9074228405952454
"This puzzle is a tough but fun challenge that feels perfectly ""Friday"" to me. Very clever cluing with humorous reveals. I really enjoyed it.",10,positive,0.9822074770927429
"My anchors were—DOWD, ASTOR, RIDE, ADLER and of course Clouseau!  I'm usually out on a limb with names and these lovely people nailed down some corners for me.  The near fills were driving me crazy and I thought I was going to be ACEd out, but it all came together beautifully.  

Thank you, Mr. Mehta.  A lovely ending for the week, and maybe a bit of a warning for the week-end.  LORDY!",16,positive,0.9697778224945068
"I'm sure this puzzle was composed some months ago, but here's the first paragraphs of an article in today's WaPo on BANNED BOOKS in Florida, very eerily coincidental:

Dictionaries were removed from library shelves in a Florida school district last year as part of an investigation of more than 1,600 titles for mentions of “sexual conduct” that could violate a 2023 state law.

Webster’s Dictionary and Thesaurus for Students, Merriam-Webster’s Elementary Dictionary, the American Heritage Children’s Dictionary and other titles were pulled from schools in Escambia County, Fla., where officials are reviewing books for compliance with the law’s prohibition on materials with “sexual” content.

Also investigated were the World Book Encyclopedia of People and Places, the World Almanac and Book of Facts, and other reference books on topics including science, mythology and the Bible, according to a list published by the school district and circulated this week by PEN America, [which] has sued the school board over the removals.

It demonstrates how sweeping the state’s new rules are and how fraught the climate in districts has become, said Kasey Meehan, director of PEN America’s Freedom to Read program.

“This was just another example that illuminates the heightened atmosphere, the chilled atmosphere that we’re navigating,” Meehan said. “Librarians are feeling so pressured to err on such extreme caution that these are the types of books that are being pulled for review.”",23,neutral,0.6928690671920776
I find it far more bizarre that a dictionary would be banned than a Where's Waldo book. Some of those beach scenes are a little sketchy in places! What a wally.,5,negative,0.9151806235313416
25D (the Austin Powers clue) is Brit-slang for sexual intercourse roughly equivalent to but a shade less opprobrious than another four letter term.  The clue is accurate - it's what Mr Powers said - but it is still odd to see it in a family newspaper.,4,neutral,0.7129088640213013
