text,recommends,label,score
"I got out of the crossword habit for awhile; this was a delightful puzzle to return to. No need for lookups, just a nice steady solve.",2,positive,0.9609760642051697
"Late to the party as I spent most of today in a car driving almost the full length of Ontario’s 401. Long haul to see family. This was a lovely relaxing crossword to decompress to lol.

11D fell a bit flat for me, pun intended, but the rest of the themers were fun. Thoroughly enjoyable puzzle!!",1,positive,0.9531438946723938
"My dearest compatriots, 

My confusion deepens. How rare. 

How rare that I would complete such a wondrous puzzle as the New York Times Tuesday Crossword

And then

To my surprise

Find a word

Mispluralized. 

For you see, 
Mes amis, 
In ""LEIS"" (29D)
The clue is single
But the solution plural. 

Unless ""neckwear"" is plural. 

Which I doubt. 

Yours truely, 
K. T., Reno, NV. 
P.s. I googled it and the plural of ""neckwear"" is ""neckwear"". 
Please disregard this above comment.",3,neutral,0.5049216747283936
A long day in Natick for me. Including a Mandarin/Persian cross among the musical symbols that might as well have been Arabic. Hammered it home with pure guess work.,8,neutral,0.6093388199806213
"a tuesday that involves being able to read sheet music, know mandarin, speak yiddish, and understand italian seems... a bit much. the theme is solid but this is not a tuesday.",12,neutral,0.5253068804740906
"Wacky Wednesday!   I grokked the theme fairly early but got hung up on 41A because I interpreted the minus sign as a simple dash.  I also wanted BLINz at 58A (I know -- wrong spelling.)

Loved it!

⭐️⭐️⭐️⭐️⭐️",3,positive,0.6063059568405151
I love the New York Times. I especially love this commentary column. This comment has just got to make it on its own merits. I’ve attempted five times today (all day) to tell DocP from Alberta that I really enjoyed his Hawaii/Christopher Walken/Expensive Caricature/Cowbell comment. Is there anything here besides my User Name that would sequester ( can I use that word?) this comment?,3,positive,0.9511663317680359
"Too bad there isn't an O on the musical scale. You could have as a clue, O natural (I couldn't figure out how to type the natural sign).",2,negative,0.7811840772628784
"Great theme. Great puzzle. 
Thursday worthy cluing though.",7,positive,0.9529412984848022
ALLTALK two days in a row. What are the chances?,1,neutral,0.6062337160110474
"As someone fairly new to doing NYT crosswords, my understanding is the puzzles are ranked in difficulty as the week progresses.  The easiest on Monday and puzzles increasingly   harder each day of the week. 

I think this particular crossword is very clever but probably better suited for later in the week.",8,neutral,0.6184169054031372
"This one didn't ELATE me but it clearly was a lot of other people's cup of tea and I'm glad! 

I didn't get the theme at all and had no idea what was going on. I got APARTMENT and LOOK ALIVE by crosses but couldn't figure out how they worked for the clues, so they didn't help. 

Like many, the NE was tough for me. Started with kabob, which kept me a long time from what should have been more obvious - SPINAL. Had no hope of figuring out TECH SAVVY. I know AGHA as a last name but didn't know the honorific. With kabab still there, the other should have been obvious YO YO wasn't coming. I know thank you and you're welcome in several languages, including Russian, but apparently not Italian—at least not today because it just wasn't coming to me. No clue on Mandarin.

In the middle, I confidently had rusty (corroded) crossing with star (military accessory) and had no hope of figuring out LIE DOWN without changing them and hoping to get it from the other crosses, which made more sense once I got rid of star and rusty.  

Finally resorted to a few lookups to just get done. I rarely use lookups except maybe Fri/Sat these days, so that is a bit of a bummer.

I realize I need to add musical terms to my memory banks if I'm going to continue solving. By now, I'm not surprised to see what will spell out as E SHARP or whatever but didn't know or remember the symbols. Ah well, just a bit out of my wheelhouse today but I've learned several new things so that's always a win!",3,positive,0.6724117398262024
"I liked how A-flat was an A-word that meant ""flat""

I wonder if other clues could work like that?

E-flat = even?

D-flat = dull?

F-flat = flush?

B-sharp = brusque?

C-sharp = cutting?",6,positive,0.584526777267456
"Enjoyable  puzzle and a very clever theme. A# one indeed!

 I love listening to all kinds of music, but am not musically literate. So didn’t get the theme until it was all completed.  Big smile. 

53D was a cute meta clue. Good job, Andrew Kingsley and Garrett Chalfin.",8,positive,0.9711938500404358
"Stupid puzzle.  Too cute for any given day, especially a Tuesday.",0,negative,0.7289998531341553
"In Iowa we learned to sight read music and sing in four part harmony in public school fourth-grade music class.   Serious business.

Then my family moved to Texas and in music class we learned all the words to ""Texas Our Texas,"" ""Have You Ever Been to Texas in the Springtime,"" and of course, ""The Eyes of Texas,"" which I already knew as ""I've Been Workin' on the Railroad.""  

No idea how  primary school classes are taught in either state now, but at the time I preferred Iowa, hands down.

The University of Texas, Austin, was a different story.  I loved it—a liberating revelation.

About the puzzle, I no longer read music, but knew the score on this one.  Fun and even elegant.",14,neutral,0.504241943359375
This was a little hard for me for a Tuesday puzzle. Had some good laughs though.,4,positive,0.6637366414070129
This was just a perfect puzzle. I loved it!,7,positive,0.9861922860145569
"I haven't seen this in the replies:

Act genuine = B # (natural) (I can't access the 'natural' music notation from myphone's keyboard)",12,neutral,0.5626756548881531
"Great puzzle... but took a while to get the theme!

emu food
more emu food",3,positive,0.9445257186889648
"Great fun, loved the theme! Had to search for errors to identify ABYSS instead of ABYSm... Knew the down clue was a Kardashian but didn't know the matriarch's name :)",4,positive,0.8834337592124939
"As I do not wear nail polish or frequent mani-pedis I messed up OPI.  However, I feel that OPI ACAI and Oreos will live on forever in the heart of Olive Oyl.

Nice little trick.  My HS composition class and several years as a bad guitar player helped.

Thank you Andrew and Garrerr",5,neutral,0.34304919838905334
