text,recommends,label,score
"I originally typed FLOATiNAIR, and it cost me about 30 minutes of searching for my error. I've never heard of the canyons, so it all made just enough sense to me.",1,neutral,0.600601315498352
"This was my first Friday solve with no lookups! My last letter was a guess on the intersection of ""big metal"" and ""biotech"" trivia, but I got it first try lol. Really fun puzzle!",5,positive,0.9620352983474731
"I really liked this Friday puzzle. Usually, Thursdays and Fridays are too difficult for my sleep deprived brain and I can’t focus enough to think of answers to punny clues (new baby, so older child and cats no longer sleep), so they can sit for weeks before I finally give in and look up an answer or two to help break the log jam. This puzzle was a challenge, but I was able to complete it without much help (used a couple of the easy mode clues).",6,positive,0.6945410370826721
Struggled with -Sarcastic expression of gratitude. Mainly because I expected something commonly used…. THANKS A HEAP? I guess that qualifies just never heard it used before…,1,neutral,0.5544037818908691
"Question to all of you veteran solvers:

If I'm filling out on line, I either get the happy music when I put in the last letter, or I don't.

If I don't, and if I had been doing this on actual paper, I wouldn't know that there was something wrong, and wouldn't look for a mistake.

So does that mean I don't really deserve the gold star, unless I never get the ""Close"" screen?",0,neutral,0.5679596066474915
"Felt like a Weds or Thursday puzzle to me. New PB for me (7:35, typing on tiny iPhone)",0,positive,0.7442416548728943
Did not enjoy this. Too many “cutesy” clever clues. 👎🏼,5,negative,0.9225170612335205
"25 minutes with just the North East remaining! 

Looks like I’ll have a respectable Friday time! 

30 minutes later… at least I kept it under an hour?

Almost all the crossers in that upper right corner were tough for me:
GAOL
ALCOA
GLEAM
TANG
YEOMAN

But, I must say, how cool is it to be able to confidently go into these Thursday - Sunday puzzles *knowing* I can get them done. I think the “knowing” is the biggest break through my solving journey. That urge to waive the white flag has vanished.",18,positive,0.851658046245575
"I finally remembered how to spell NOMA right the first time, after missing it in trivia once with ""NOLA"" and once with ""NOMO.""",2,positive,0.5341874957084656
"I had to go the Column but finding out how to spell FLyER kept my new, expensive (1:50:35!), phony, streak going.",14,negative,0.5546038150787354
"Despite its use in the common lexicon, a ""quantum leap"" is not a large leap. Quanta are discreet steps, like flights on a staircase. You can't take half a step on the stairs.  Quanta are energy units. In fact, every thing is energy, including mass, according to Einstein and others.",7,neutral,0.8170457482337952
"I'll never understand how teehee and teepee, with matching syllables, often appear in NYT puzzles as tehee and tepee—unless they are actually supposed to be pronounced teh-HEE etc.",26,negative,0.49297869205474854
Some tough crossings: FLOAT IN AIR vs. FLOAT ON AIR crossed with SLIT CANYONS vs. SLOT CANYONS.  Couldn't find the mistake. AMGEN is really that big? That one is a reach.,8,negative,0.5611373782157898
"It took me a long time to give up on ""Thanks Obama"" for 31a, even after I had 48a in place 😅",9,negative,0.4659847021102905
How is this a Friday puzzle? Far too easy.,1,negative,0.6897109746932983
"Yes, Noma is excellent, a truly memorable experience. Sadly, it's closing soon 😞",5,positive,0.711073637008667
"Solved this one more easily than usual for a Friday, probably because most of the long entries came to me quickly---with the exception of STUNTFLIER, which was STUNTPILOT for a bit. Didn't know NOMA or BOBA, but got them easily enough from the crosses. Knowing both ALCOA and AMGEN helped a lot in the NE.

Seemed like a solid Friday puzzle, with some interesting fill.",4,positive,0.8196720480918884
"Felt like I was on the constructor’s wavelength on this excellent puzzle. I wouldn’t call it easy but it didn’t frustrate me as much as Fridays often do. Thanks to the constructor and the editing team. And as Deb said, it was nice to learn that LOA means long.",5,positive,0.9595270752906799
"I feel the need to point out that BOBA are not the “bubbles” in bubble tea. “Bubble” refers to the literal bubbles that are formed from the shaking/mixing process, and bubble tea is bubble tea regardless of whether it has boba in it.",4,neutral,0.8491928577423096
"I was convinced that 24A was ""NOTONME"" to the point that I just didn't grok that ""LOANMAP"" made no sense, even on two subsequent clue-by-clue look-throughs. /le sigh.

(And no, NOTONME doesn't make sense, either. Poor situational awareness.)",3,negative,0.8907123804092407
I’ll be doing a little REEFING after work. Have a fun weekend!,5,positive,0.9771785736083984
"The sticking point for me was 42A. I had FURLING at first (which must be the opposite of unfurling, right?). Trying to make GIANT fit somehow into 34A didn't help with the SE corner either. I got there eventually though.",10,negative,0.6609610319137573
"47A seemed clunky to me, but research reveals that the ""peerage ranks"" are; duke, marquess, earl, viscount, and baron. so an EARL is the third in rank, not one third of peers quantitatively...which was what I was thinking.

I was amused to see GAVIN Newsom appear today. Did anybody watch last night's debate? Apologies to our foreign solvers who were scratching their heads over 43D.",3,neutral,0.8124199509620667
"If you’ve never visited a SLOT CANYON, Google Antelope Canyon in Arizona. It’s absolutely magical. 

The movie “127 Hours” perfectly captures what it’s like to be in a slot canyon, but it’s not for the squeamish.",6,positive,0.9289548397064209
"Really lovely Friday puzzle, thank you to Jem.",9,positive,0.9827165603637695
"I love the Friday and Saturday puzzles when on first glance I am ready to give up. Then I chip, chip away and just like that - I get the coveted gold star!",20,positive,0.9376810193061829
"Thought it would be my downfall, but it came together in just over 20 min. I also had many of the same initial assumptions/hopes that turned out to be misguided. 
5 mile walk *check*, daily puzzles *check*. I'd better start working. Have a lovely day.",5,negative,0.6992849707603455
Isn't 1A incorrect?,0,negative,0.535507321357727
"Holy cow!  
My first skim/perusal/horrified look at this puzzle made my heart sink.
My only hope:  4D some Paul Person who was alive in 1963 and not a Beatle.  ANKA!  But 1A was likely to be a TOME.  Moved on.  

20D a landmark found in Madrid (?), Oslo (?),  and Brussels (Aha!)  MANNEKEN PIS!  Maybe the others have a copy?

45D some college in IOWA  Iowa State University:  ISU!
Ugh.  Try the Acrosses.

48A  Maybe BARAK is an alternate spelling?
22A Shape of some desks (furtive glance at mine...)  MESSY?

Okay, I finally got it all, BUT:
           a Danish restaurant? And a female soccer star?

Blessed are the crossings, for they shall enlighten them who struggle.  Right?",21,negative,0.47002366185188293
"Most of the challenge for me was at the top and the puzzle got easier at I slid down the BUNNY SLOPE (cute clue) to the bottom. I resisted writing in my first thought for 1A, which was TOME, because not one single letter worked.  My 2nd thought was EPIC, but it was ANKA -- the only singing Paul of my generation other than McCartney -- that gave me SAGA.

I blush to disclose that I thought that ""coruscate"" meant ""rust"", not GLEAM and I was looking for a ""rust"" synonym.  Doesn't ""coruscate"" sound like something nasty like rusting, rather than something lovely like gleaming?

I thought ""not as open"" was SLYER, not SHYER.

SLOT CANYONS and REEFING were unknowns.  And TOBIN doesn't sound like a woman's name to me.

So a medium solve for me.  It's a grown-up puzzle with very little in the way of forgettable trivia -- and I enjoyed it.",14,neutral,0.48403671383857727
Isn’t Sasha younger than Malia? So wouldn’t she be the youngest resident since JFK Jr…,0,neutral,0.9289042353630066
"I was sure that “Massive step forward, so to speak” was GIANT UM LEAP, a presumed transcription of Neal Armstrong’s actual words. I was wrong, obviously, on all counts, but I was so tickled with the cleverness of the clue and answer as I (mis)conceived them. It was one of those times when the right, sensible answer was less satisfying to me. 

Thanks for a fun Friday puzzle!",10,negative,0.4727872908115387
"Were it not for the fact I hadn't failed to complete a Friday since September when my solving chops weren't as up to snuff I'd have left this one unfinished. For the record I had heard of ALCOA and AMGEN, but when I filled both in they were sort of leaps of faith.",2,negative,0.48066049814224243
"ALCOA shows up with fair regularity, and it's always a gimme, as one of its founders, Charles Martin Hall, was an alumnus of, and major benefactor to, my Saeva Mater. He is buried in the cemetery on the edge of town, beneath, fittingly, an aluminum headstone.

Although several commenters have pointed out that ALCAN also fits; and, in our household, foil wrap is more likely to be Alcan, purchased at a dollar store Across the River.",3,positive,0.7744281888008118
"Only one error (well, two technically) with 8D as GIG. For all I know there may be an ILCOA out there somewhere. Nice one Jem.",3,neutral,0.4862252473831177
"For a Friday, I found this puzzle unusually easy – most Fridays I'm dumb as a stump. Nice to be able to slide into the weekend without too many mental bruises.",6,positive,0.8836565017700195
"I had confidently put FARGO in for 32D. I seem to have been slightly off the mark there, geographically speaking.",6,neutral,0.501120924949646
"Looks like it's back to the bunny slopes for me: I did this puzzle, but it took sleeping on it and a lot of erasures and refilling to juggle it all into shape.

I wonder if there is a class of words that are anti-onomatopoeias, words that sound like the opposite of their meanings. I'll nominate three words for this logo-phylum:

CORUSCATE / CORUSCATING
True meaning: flash, gleam, sparkle
Sounds like: To harshly remove the surface layer of paint or finish with acids, scraping or sandpaper.
Use in a sentence: ""The teacher angrily coruscated John Ezra for getting so many math problems wrong."" ""After the sandstorm, many of the buildings in Enid had a coruscated look."" 

CREPUSCULE
True meaning: twilight
Sounds like: dried booger or morsels of dried food stuck to plates or bowls.
Use in a sentence: ""He blew his nose and stared at the crepuscules in his handkerchief."" ""The morning after Thanksgiving, we cleaned all the plates of their crepuscules of stuffing, sweet potatoes and turkey.""

ABBATOIR
True meaning: a slaughterhouse
Sounds like: a romantic woodland cabin usually situated near a stream; a small room, sometimes found on the highest floor, set aside for reflection, repose or romantic trysts.
Use in a sentence: ""For their honeymoon they stayed in a lovely cedar abbatoir deep in the Catskills."" ""Juliet looked down from the window of her abbatoir to see Romeo serenading her from the courtyard.""",43,neutral,0.5681953430175781
Lot of chores to do tomorrow.  This was a big help.,2,positive,0.8533227443695068
that was a quick one!,4,positive,0.9281260371208191
"Scanned the grid last night and found it impenetrable.  This morning slid through it like a young rabbit on snow.  The benefits of rested little grey cells. 

The lake near us has not frozen over in decades so I'll miss the chance to see ""Cora skate"" (thanks @Molly!)

This one was a Jem.  Many thanks.",7,positive,0.6255413889884949
"Friday's puzzle was great fun.  Of course I had to Wiki and Google people and places, the usual thing for a Friday.  But those seed 'cheats' opened up the corners and...  Thank you, Jem, it was a 'gem' of a puzzle!",5,positive,0.9588306546211243
"A great and well assembled Friday. My only nit to pick is with ALCOA/AMGEN. I had to run the alphabet on that one, seeing as I was unfamiliar with either company.

Still had an absolute blast on all the crosses, with some nice misdirects thrown in to keep me engaged. Well done!",9,positive,0.9033185243606567
"Most memorable moment for me was when I had ANT of [Massive step forward, so to speak] filled in and confidently made it GIANT.  Eventually I had GIANTUM LEAP.  I was so sure of GIANT that I almost convinced myself that GIANTUM LEAP was some modern phrase I’d never heard.

The things we do in crosswords. 

I liked the puzzle’s lovely inner rhythm and rhyme: 
THANKS A HEAP
QUANTUM LEAP
TEE HEE
I SEE
ARE TOO 
ALL TOO
BOBA NOMA SERA SAGA ANKA
Danke!

I like how NOT ONCE can indicate both “never” and “many times”.  I enjoyed the freshness of eight NYT answer debuts, my favorites being ALL TOO EASY and THANKS A HEAP.  I smiled at the neighboring palindromes TNT and GAG.  And smiled as well when I saw how you snuck in GEM, Jem.

Much, then to enjoy.  A giantum pleasure, sir.  Thank you for making this!",31,positive,0.9434773325920105
"Did anyone ever read The Weighty Word Book? It broke down long words and told you stories to help remember what they mean. There was one about a figure skating hippo named Cora who wore sparkles and skated with such flair that people would exclaim, ""My! Would you just look at that Cora skate?"" 

20 years later I still use what I learned from this book!",31,neutral,0.5004187226295471
"A Jem of a Friday themeless! Inspiring!

Fill was so sticky, just filled in a few and tried to not overthink the long crosses.
It worked! 

Did (hesistantly) try to plop BigBen in, 
but it was not looking right.

Great clueing, and stellar spanners. 

And it’s Friday!
Or should I say, Fri-YAY!",13,positive,0.9289014339447021
"Deb, Deb, Deb. I thought that you had given up giving away answers in the opening sections without a Spoiler Alert! There was nothing to do but go ahead and fill them in. This made for a Tuesday/Wednesday quick solve since I couldn't un-see those stacks. I very respectfully and politely request either no spoilers or spoiler alerts. I really do enjoy warming my first-sips-of-morning-coffee with the Connections, Mini, and spoilerless Main Intro . Thank you kindly.",4,negative,0.4620572030544281
"BUNNYSLOPE tip: Ski like a zombie. This pose (arms straight out) correctly balances your weight over the skis.  Next trip down press down one of your big toes, notice which way you turn. Next time press down on the opposite toe, observe you are going in a new direction.  Do the above about 10 times and then head for the greens (easy trails).

Wanted furling instead of reefing.... but I was wrong.

Nice job Jem",8,neutral,0.631637692451477
"A new Friday best at a little over half my average time:)
I will try to remember this tomorrow when I will probably be staring in dismay at a blank grid.
Such are the joys of themeless grids.",8,positive,0.8629518151283264
"Deb, check this out….😢
https://www.nytimes.com/2023/01/09/dining/noma-closing-rene-redzepi.html",4,neutral,0.5397310853004456
"Whew. Tough one for me with a lot of unknowns as clued or things that just weren't dawning on me. Did a couple of googles, but mostly just made my best guess here and there in a number of places. Paused before I filled in my last letter and wondered if I'd have any chance of finding whatever I had wrong. Much to my surprise - I got the happy music. 

Answer history search today was inspired by NOMA. Unfamiliar term, but such a friendly string of letters* that I wondered how often it must have appeared before. Well.. once - in a 1971 puzzle, clued as ""Honshu town.""

*had to wonder about other similar 4 word answers, and as I suspected, it's a friendly piece of fill.  Some examples: 

ROMA - 299 times
MOMA - 78 times
SOMA - 75 times
COMA - 143 times
LOMA - 54 times 
TOMA - 9 times 
BOMA - 14 times

And the only other fairly rare version: 

POMA - 3 times

Just surprised that constructors have been almost always able to avoid the NOMA version.

I'm done. 

..",11,neutral,0.545981764793396
"I liked this a lot.  It wasn't the struggle I look for on a Friday, but the clues and fill were just so much fun.  Green house? was a great clue for ATM, and the rhyming QUANTUM LEAP and THANKS A HEAP made me smile.  STUNT FLIER and FLOAT ON AIR were another great pair.  There's much to enjoy here.  Nice job, Jem!",8,positive,0.9847187399864197
"Today was a relatively quick solve but frustrating. No lightbulb moments, just a lot of ""okay I guess maybe there's a university in Iowa called COE"" and ""hmm I suppose you could spell teehee TEHEE if you really wanted to"". 

CTA, NRA and GAVIN all feel quite provincial and I am pretty certain that the plural of serum is SERA in a medical context but SERUMS when referring to skincare products.",8,negative,0.7422108054161072
Great to see and learn what I now discover is the correct meaning of ‘coruscate’. The educational potential of crosswords is a delight.,12,positive,0.9718566536903381
"I was really hoping ""Flow chart?"" was going to solve as ""period app"" and it alllllllmost fit, but hey OCEAN MAP is still a fun solve!",23,positive,0.8990649580955505
"Lovely puzzle! Loved learning the word “coruscate” and the meaning of LOA. I was proud to get a lot of the creative clues, like TNT, SKULL, and GO COLD. 

However, I don’t understand how SMARTS hurt. 🤷🏻‍♀️  Is it ironic that I don’t? 

I was going to ask about “NOS” too, but I just figured it out. It’s numbers!",2,positive,0.960466742515564
"I was totally at sea with the TNT TOBIN NOMA piece but got the rest of it in 20 minutes or so but I had to go to reveal for that bit.  
the rest of the puzzle was straightforward with some excellent clues.",7,positive,0.5931219458580017
"I ate at Noma, back in 2012. It was delightful and yummy. Having not eaten at every restaurant in the world, I do t k oe if it was the best. But it was really, really good.",10,positive,0.9266439080238342
"Musing from the mountains where Scotty beamed me...


The grid is alive
With misdirects from Jem Burch,
With words he has BENT
Like ALCOA steel.
His clues fill my SKULL
With the GLEAM of gold stars—
My heart wants to solve
Ev’ry grid ISEE.

My brain wants to cheat
Like a fiend lost in dark grid skies
From ANKA to TEHEE
My SMARTS don't apply
Like YEMENI? Deep sigh 
From a win streak, down to my knees.

To FLOATONAIR
With the THINMINTS I haul
Over Jem's AGAVES in my way.
To take a QUANTUMLEAP
Like a solver who is paying to play!

I go to read Deb
When my grid is lonely;
I know I will peek
THANKSAHEAP, up my score —
 No more clues that GOCOLD
Then it's ALLTOOEASY,
And I solve one more.",16,neutral,0.6530370712280273
"Not sure how medieval gaols are.  Except in as much  as all prisons are a bit medieval. Gaol is still the British (ie correct) spelling of jail. 

:-)",15,neutral,0.5465588569641113
"Got Naticked HARD on the ALCOA / AMGEN cross, since neither of those are particularly familiar to me. I was rather resigning myself to randomly filling in the last blank letter, or running through the entire alphabet, but luckily it turned out to be an A so that cut short the time.

The rest of it wasn't bad - I liked the 'Flow chart?' and 'High roller?' clues, those were rather... dare I say, inspired.",14,neutral,0.557087242603302
"""That bunny slope wasn't difficult at all!""
""Well, maybe just a hare.""

(I had snow business posting that.)",41,positive,0.6383447051048279
"""hmmm... youngest White House resident, without any supporting clues... Well, I've got no idea, but crossword makers seem obsessed with Sasha Obama, so I'll just put that for now.""",10,neutral,0.6692564487457275
"I need to have someone explain how the NRA is a ""New Deal org."" It obviously was not created by FDR and, since it was formed in 1871, it predates not only FDR's time in office but even TR's administration, so its origin doesn't even coincide with the Depression era, if that was an intended misdirect.",1,negative,0.6582720875740051
"This one seemed ALLTOOEASY, I think because I was distracted by the game and just slopping in fills, intending to come back and fix them, and although some were amazingly off, enough were on that I finished under average. Amazing.  I loved some of the entries, like GAOL and SASHAOBAMA and BUNNYSLOPE (my only brush with almost certain death).

Puzzle done, Warriors leading, and right now I'm FLOATINGOAIR.  Great puzzle, Jem.  THANKS (really thanks).",5,positive,0.9372545480728149
SERA is one of the most insane answers I have ever seen. Crossing it with NRA was also wild.,3,negative,0.5742902159690857
"A very enjoyable puzzle. A little easy, but not TOO easy. 72% of my average Friday time.

I agree that the clues sparkled.




Yep.",5,positive,0.9634950757026672
"This one had light coruscating from all quadrants. 

It was a Gem.

Thank you for a delightful puzzle!",13,positive,0.9725006818771362
"Fun puzzle, Mr. Burch!

SLOT CANYONS and BUNNY SLOPES remind me of some of my favorite places and activities.

I could have done without the NRA, though. And it’s such an easy fix: Just change the N to a T. Maybe next time?

Thanks!",3,positive,0.9447523355484009
"I had to scroll up and look to check who the constructor was, as I think this did seem a lot like a Weintraub puzzle, so I think you had a successful emulation, Jem. I had no major problems getting through this, although it did have its challenges.

NOMA is planning to close as a restaurant next year, but they do have plans to continue as a ""food lab"" that may offer cuisine at some point in the future.

Thanks for an interesting evening, Jem.",8,positive,0.6728953123092651
"I feel like it should have been ""*disinclined* to help beginners"" because BUNNY SLOPES are *less* sloped than average.",5,neutral,0.5418742895126343
lucky that i didn't go reverse-alphabetical to deduce ALCOA/AMGEN. must've been a real gimme for all the captains of industry out there,6,neutral,0.4152783155441284
"Here is a stanza of  The Ballad of Reading Gaol
by Oscar Wilde, based on his personal experience
of the conditions inside.

""I know not whether Laws be right,
Or whether Laws be wrong;
All that we know who lie in gaol
Is that the wall is strong;
And that each day is like a year,
A year whose days are long.""

The whole poem, (and it's a long one), is here:
 https://www.poetryfoundation.org/poems/45495/the-ballad-of-reading-gaol",11,neutral,0.8958290815353394
"OCEANMAP was particularly tough because I had never heard of GAOL and it very much did not seem like an O should go there 

Otherwise, a great Friday!",2,negative,0.7870951890945435
"SLOTCANYONS takes me back to a remarkable (and very long) day more than 25 years ago. 

We woke up in St George, Utah. We spent the morning hiking in Zion, and then drove south, changed time zones, and spent the afternoon at the North Rim of the Grand Canyon. We crossed through the Navajo Reservation (changing time zones twice again) to get to the other side of the canyon and then went south until, physically and emotionally spent, we climbed between cool sheets at my mother-in-law’s house in Tucson in the wee hours.

(Did I mention that it was July and the car didn’t have air conditioning? But it was totally worth it to see that much natural beauty in one day.)",42,positive,0.9266213774681091
"I found this easy but not ALL TOO EASY. Entries like GAOL and REEFING still required some tugging and pulling on the brain.

I enjoyed the rhyming pairs THANKS A HEAP and QUANTUM LEAP, and OCEAN MAP and LOAN CAP.

And what about ROYAL PALACE appropriately crossing YEOMAN, and SLOT CANYONS crossing ROCK CLIMB?

On to Saturday.",13,neutral,0.4987991750240326
"Jem

I really enjoyed this puzzle. I think Robyn would be pleased with this one, as well. 

I really enjoyed your seed entry. 
And If one is free soloing (ROCKCLIMB), the ability to FLOATONAIR would come in  handy, if one were to slip. 

“Flow chart” was definitely my favorite clue. 
But GAOL?  Yikes dude. 


The SE gave me fits.  I could fit the like of me figure out a three letter answer for “exemplary individual.”   Didn’t help that I was fixated on guavas instead of agaves.  And thought ‘Armenis’ were the people from Armenia. Anyway, it finally resolved itself. 

Finished well below my average. But I think it was a great Friday. Thank you.",8,positive,0.8996869921684265
"This was not all too easy.  But the chewy bits led to greater satisfaction when the music played.  Above my Friday average, and I loved the struggle. Well done.",4,positive,0.9780981540679932
"Flier had me - I had plane and pilot in there but couldn’t make either work !  I’m still not sure flier works - I think of fliers as passengers - pilots roll, planes roll, fliers put their bags in overhead bins and complain about snacks :)",1,negative,0.6604512929916382
"Earth (ROCK CLIMB, SLOT CANYONS, BUNNY SLOPES)
Wind (FLOAT ON AIR, STUNT FLIER)
Water (SURFER, REEFING, OCEAN MAP)

Still searching for Fire.  But nice to see that Jem got GEM into the puzzle.  A fine puzzle, which had it run in September would have caused me to link to Earth, Wind & Fire’s “September,” but since it’s now December(!), how about “Shining Star”:

https://www.youtube.com/watch?v=rl-WSmryfSY",19,positive,0.49761828780174255
"ALLTOOEASY for a Friday, but fun one.",7,positive,0.963090181350708
"CLM’s VOICEOVER upon reaching “youngest White House resident…”:

“Starts with S? ALL TOO EASY, BUNNY SLOPE! It has to be SOCKS THE CAT!”

Well, you know how much fun I have with a good wrong answer.",27,neutral,0.6091648936271667
"A very slow start to solving this one, with very little filled in at first, and then suddenly it was done. I'm always surprised when that happens.

With the definition given for LOA, I had to look up KEA to see what it means: ""cross"" according to Google Translate.",10,negative,0.6009021997451782
"First commenter?
I thought the puzzle was just about right, some tricky spots but overall challenging and fun
My only nit is I’m tired of the constant Obama references, OBAMA OBAMAERA SASHA etc. That’s not a political commentary it’s just repetitive. I get there’s all the useful vowels and such but still enough is enough.
On the plus side kudos for a very fresh clue for ATM!",0,positive,0.596797525882721
"An odd thing happened as I was finishing up this one.  I was down to 18A, and the clue above the grid was ""Coruscate"", a word I'd never seen before.  The clue in the list to the right was ""Blink"".

It must have been discovered rather quickly, because when I opened the puzzle again to verify which clue was in which position, both of them now read ""Coruscate"".

I'm solving on a desktop using Chrome, if that matters.",4,neutral,0.8502259254455566
"Unusual puzzle, but fun!",5,positive,0.952610194683075
